Urban_geoid,Urban_name,Clim_zone,Coastal?,CUHI Day (25th %tile),CUHI Day (75th %tile),CUHI Day (Difference),CUHI Night (25th %tile),CUHI Night (75th %tile),CUHI Night (Difference),SUHI Day (25th %tile),SUHI Day (75th %tile),SUHI Day (Difference),SUHI Night (25th %tile),SUHI Night (75th %tile),SUHI Night (Difference)
47719,"Lansing, MI",Snow,False,-1.5027282,-0.022677707,1.4800506,0.36551014,0.27878347,-0.086726665,1.7536881,-1.2401313,-2.9938192,0.76762974,0.502856,-0.26477373
48664,"Lebanon, PA",Temperate,False,-0.50869334,-0.066779725,0.4419136,0.74643105,0.41115028,-0.33528078,0.830958,-3.1830392,-4.013997,0.8668518,0.45384365,-0.41300815
48799,"Leesburg--Eustis--Tavares, FL",Temperate,False,0.011057011,-0.26168644,-0.27274346,0.39521372,0.274265,-0.12094873,1.5734338,-1.1252911,-2.6987247,0.43574888,0.5419699,0.10622102
49582,"Lexington-Fayette, KY",Temperate,False,-0.8638855,-1.2185999,-0.3547144,0.714646,0.22463253,-0.49001345,1.9141765,2.0153852,0.10120869,0.74679303,0.39605793,-0.3507351
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD",Temperate,True,-0.01750087,-0.26486683,-0.24736595,0.2873095,0.49007386,0.20276436,-1.2058041,-1.5967904,-0.39098632,0.29269427,0.16614331,-0.12655096
49852,"Lima, OH",Snow,False,-2.2732718,-0.0773375,2.1959343,0.5902979,0.30884197,-0.2814559,2.4627984,-2.2872083,-4.7500067,0.96153474,0.91724277,-0.044291973
51364,"Lorain--Elyria, OH",Snow,False,-1.2771467,-0.00029339013,1.2768533,0.57649076,0.3336229,-0.24286786,0.9646356,-1.1208496,-2.0854852,0.7132405,0.5613406,-0.15189993
51755,"Louisville/Jefferson County, KY--IN",Temperate,False,-0.1622937,-0.061410524,0.10088318,0.75762796,0.29245242,-0.46517554,1.1179366,0.5369805,-0.5809561,0.8632588,0.4059781,-0.45728067
52201,"Lynchburg, VA",Temperate,False,-0.16829899,-0.012839448,0.15545954,0.20387132,0.07629937,-0.12757196,0.67126083,-1.4696319,-2.1408927,0.48440123,-0.057656743,-0.542058
52822,"Macon, GA",Temperate,False,-0.55291605,-0.12369228,0.42922378,0.23509534,0.11744635,-0.11764899,1.4081105,-1.1883231,-2.5964336,0.6093558,0.33215225,-0.27720356
54091,"Mansfield, OH",Snow,False,-1.4637829,-0.5668192,0.8969637,0.11020771,0.20356221,0.09335451,0.8839317,-1.7540364,-2.637968,1.0029086,0.37500125,-0.62790734
55603,"Mauldin--Simpsonville, SC",Temperate,False,-0.12794398,0.02950563,0.1574496,0.11227527,0.17938118,0.067105904,0.054390073,1.1127021,1.058312,0.55315346,0.26738808,-0.28576538
56602,"Miami, FL",Tropical,True,-2.1962419,-2.1692266,0.02701521,0.88199687,0.70397574,-0.17802113,1.429369,1.2025717,-0.22679722,1.5656829,0.91261494,-0.65306795
56899,"Middletown, NY",Snow,False,-1.5981827,-0.07833726,1.5198454,0.6827461,0.44743016,-0.23531595,0.83922213,-0.4708169,-1.310039,0.7655511,0.19121967,-0.5743314
56926,"Middletown, OH",Temperate,False,-2.081149,0.035306852,2.116456,0.43782887,0.15699555,-0.2808333,0.58045787,-0.24654576,-0.8270036,0.69747084,0.47309992,-0.22437093
56980,"Midland, MI",Snow,False,-1.508119,0.034153543,1.5422726,0.41864932,0.30321878,-0.115430534,0.23905252,1.5735502,1.3344977,0.77014655,0.43520936,-0.33493719
57925,"Mobile, AL",Temperate,True,0.18430515,0.06897953,-0.115325615,0.3552948,0.19160473,-0.16369006,0.5999664,-1.3226712,-1.9226376,0.3606304,0.33309677,-0.02753362
58168,"Monessen--California, PA",Temperate,False,0.14639962,-0.17529586,-0.32169548,0.49835277,0.3316586,-0.16669416,1.2018023,-1.8582978,-3.0601,0.623929,0.45558202,-0.168347
58357,"Monroe, MI",Snow,False,-1.4990708,-0.1473197,1.3517511,0.43447304,0.41172972,-0.022743315,-0.39970684,-1.7675803,-1.3678734,0.78655815,0.8826598,0.09610164
58600,"Montgomery, AL",Temperate,False,0.014934459,-0.21427462,-0.22920908,0.24175918,0.24175648,-2.6971102e-06,1.9626405,1.6200166,-0.34262395,0.45094365,0.40730804,-0.043635607
59275,"Morgantown, WV",Temperate,False,-0.799542,-0.3132338,0.48630822,0.50670403,0.13549522,-0.37120882,1.7983687,0.39541847,-1.4029503,0.59776944,0.5001123,-0.097657144
59410,"Morristown, TN",Temperate,False,-1.8875372,-1.2643385,0.62319875,0.17452191,0.03188277,-0.14263913,1.9333287,-3.283191,-5.21652,0.033876173,-0.36013386,-0.39401004
60733,"Murfreesboro, TN",Temperate,False,0.13969228,0.10582981,-0.033862464,0.4815721,0.28319585,-0.19837624,1.2753191,-0.4919845,-1.7673036,0.6664172,0.36193585,-0.30448133
60895,"Myrtle Beach--Socastee, SC--NC",Temperate,True,0.21234356,0.25136605,0.03902249,0.43435827,0.53406054,0.09970227,-0.6284967,0.40565875,1.0341555,0.6596337,0.5673622,-0.09227151
61273,"Nashville-Davidson, TN",Temperate,False,0.12631354,0.071837634,-0.054475904,0.3004335,0.21600138,-0.08443211,0.74354845,-1.447169,-2.1907175,0.48714077,0.23436344,-0.25277734
61705,"Newark, OH",Temperate,False,-2.2606668,-0.030955443,2.2297113,0.5779946,-0.044959508,-0.6229541,1.1882279,-2.481435,-3.669663,0.7997464,0.2803938,-0.51935256
61840,"New Bern, NC",Temperate,True,0.10512311,-0.20676717,-0.31189027,0.39350575,0.0016301591,-0.3918756,0.057832778,-2.08496,-2.1427927,0.46040022,0.27582356,-0.18457666
63217,"New York--Newark, NY--NJ--CT",Temperate,True,0.48122108,0.03732304,-0.44389805,0.82068884,0.3174778,-0.503211,3.6852336,0.55520403,-3.1300297,1.3586462,0.4284612,-0.93018496
