Urban_geoid,Urban_name,Clim_zone,Coastal?,CUHI Day (25th %tile),CUHI Day (75th %tile),CUHI Day (Difference),CUHI Night (25th %tile),CUHI Night (75th %tile),CUHI Night (Difference),SUHI Day (25th %tile),SUHI Day (75th %tile),SUHI Day (Difference),SUHI Night (25th %tile),SUHI Night (75th %tile),SUHI Night (Difference)
53848,"Manhattan, KS",Temperate,False,-1.5373522,-1.1131101,0.42424214,0.5993724,-0.0025204676,-0.6018928,2.7412477,-1.9321707,-4.6734185,1.0361346,0.51211053,-0.52402407
53983,"Mankato, MN",Snow,False,-0.3267831,-0.22228174,0.10450135,0.41270635,0.1844268,-0.22827955,2.8342648,-0.9661859,-3.8004508,1.3719981,0.9247268,-0.4472713
54145,"Manteca, CA",Temperate,False,0.8579763,-0.09417457,-0.9521509,0.6143201,0.41666377,-0.19765633,0.38357693,-0.22767733,-0.6112543,-0.19264661,0.6544005,0.84704715
55333,"Marysville, WA",Temperate,True,0.35674924,-0.057912353,-0.4146616,0.78214264,-0.052385353,-0.83452797,2.8714848,-0.29046634,-3.161951,1.145659,0.86732846,-0.2783305
55981,"Medford, OR",Temperate,False,0.61611164,-1.0253557,-1.6414673,0.92418945,-0.102336146,-1.0265256,3.4058182,-0.65966296,-4.065481,1.3719399,0.4303892,-0.94155073
56116,"Memphis, TN--MS--AR",Temperate,False,-0.13478626,-0.09483743,0.039948836,0.4124958,0.36495754,-0.04753825,1.5402832,-0.54582,-2.0861032,0.87393016,0.7986269,-0.07530326
56251,"Merced, CA",Arid,False,-2.1119576,-1.5124841,0.5994735,0.5263189,0.53908634,0.012767434,0.6289617,0.038703226,-0.5902585,1.2531861,0.8169317,-0.43625438
56656,"Michigan City--La Porte, IN--MI",Snow,False,0.007076234,-0.25461197,-0.2616882,0.5301749,0.48931974,-0.04085517,0.109574154,-1.6716158,-1.78119,1.1178721,0.98452204,-0.13335007
57007,"Midland, TX",Arid,False,0.019719437,0.18732245,0.16760302,0.7078836,-0.18119875,-0.8890823,-0.1365479,0.6316952,0.7682431,1.1922097,0.96292645,-0.22928327
57466,"Milwaukee, WI",Snow,False,0.36407366,-0.09878251,-0.46285617,0.55540717,0.37884107,-0.1765661,2.45483,-0.4871868,-2.9420166,1.6136711,0.8451488,-0.76852226
57628,"Minneapolis--St. Paul, MN--WI",Snow,False,0.3487204,0.06411551,-0.2846049,0.45027965,0.40090796,-0.04937169,1.4737774,-0.29570332,-1.7694807,1.1825969,0.8582668,-0.32433015
57709,"Mission Viejo--Lake Forest--San Clemente, CA",Temperate,True,0.29362,-0.028048877,-0.32166886,0.3986234,-0.0072682537,-0.40589166,1.8718659,0.25602484,-1.615841,0.4933188,0.7198019,0.2264831
57736,"Missoula, MT",Snow,False,0.35204634,-1.8385875,-2.1906338,0.9487799,-0.13509041,-1.0838703,0.60996884,-1.2623578,-1.8723266,1.6335257,0.20621043,-1.4273152
58006,"Modesto, CA",Temperate,False,0.15046299,0.412982,0.262519,0.5243251,0.5040952,-0.020229876,0.7267593,1.028026,0.30126667,0.5871301,0.44907922,-0.13805091
58330,"Monroe, LA",Temperate,False,0.19154194,-0.13688347,-0.3284254,0.2781218,-0.011831351,-0.28995314,0.91303754,-2.311976,-3.2250135,0.6470641,0.66266155,0.015597463
60490,"Mount Vernon, WA",Temperate,True,0.24995856,-0.33992296,-0.58988154,0.6562784,-0.16788821,-0.8241666,2.1836908,-2.5969002,-4.780591,1.2798473,0.72218615,-0.5576611
60625,"Muncie, IN",Snow,False,-0.040781863,-0.2867134,-0.24593154,0.45954007,0.22770214,-0.23183793,1.4557097,-2.8307538,-4.2864637,1.3178976,1.012942,-0.3049556
60799,"Murrieta--Temecula--Menifee, CA",Temperate,False,-0.7653139,0.04760897,0.8129229,0.37620583,0.47587407,0.099668235,0.48822594,1.1567824,0.66855645,0.8196226,0.7973285,-0.022294104
60841,"Muskegon, MI",Snow,False,-1.8592392,-0.32265118,1.5365881,0.34170446,0.5104266,0.16872212,1.0907081,-2.2692952,-3.3600035,0.9591117,0.7442851,-0.21482658
60976,"Nampa, ID",Arid,False,0.20538837,-0.2409693,-0.44635767,0.1483175,-0.4973548,-0.6456723,0.97239953,-1.2378724,-2.2102718,0.6513269,0.12780899,-0.5235179
