Urban_geoid,slope_CUHI_day,slope_CUHI_night,slope_SUHI_day,slope_SUHI_night,Urban_name,Clim_zone,Coastal?
7921,-0.017598062638837585,-0.012642307191394938,-0.025391824972510607,0.011270354686380475,"Bismarck, ND",Snow,False
8002,-0.020681985940977306,-0.03197059659761642,-0.012146392859590576,-0.0011405154064274494,"Blacksburg, VA",Temperate,False
8380,0.0030942156879503377,-0.00045056091198439905,-0.018695931600940977,-0.022492790021989274,"Bloomington, IN",Temperate,False
8407,-0.0019074839636223817,-0.004165086643908777,-0.06646356580567923,-0.018099542327446472,"Bloomington--Normal, IL",Snow,False
8434,-0.02138766341088678,-0.032709526740859994,-0.05381593223018309,-0.019243644322019905,"Bloomsburg--Berwick, PA",Snow,False
8785,0.0029604830989205795,-0.002607237979425852,-0.023704840156417356,0.01664087210854541,"Boise City, ID",Arid,False
8974,0.00016756744696158718,0.001347104186439769,-0.008778582387104892,0.003116951985243519,"Bonita Springs, FL",Tropical,True
9271,-0.00868814994522607,-0.004553532772795863,-0.03314482206024654,-0.00913023432866046,"Boston, MA--NH--RI",Snow,True
9298,-0.07433156719911185,-0.037678327374095245,-0.1316841324797328,-0.036595637113175594,"Boulder, CO",Snow,False
9379,0.016674921163492472,-0.007704229179551984,-0.06046129788959793,-0.032466216742117124,"Bowling Green, KY",Temperate,False
9946,-0.005427217170175427,-0.00682094886326261,-0.022593028191808986,-0.0059697826455993195,"Bremerton, WA",Temperate,True
10162,-0.004470921077932066,-0.003042071175123591,-0.018761352251044097,-0.003872909598263123,"Bridgeport--Stamford, CT--NY",Temperate,True
10351,0.022015641714094106,-0.00694089535020384,0.08015453222440758,-0.0018966482315802956,"Bristol--Bristol, TN--VA",Temperate,False
10972,-0.002948313229708821,-0.0053353385861153605,0.041237166784240865,-0.016457205464568393,"Brownsville, TX",Temperate,True
11026,0.03624594583486828,-0.03160587660738302,0.07142076206194635,-0.16112467236697592,"Brunswick, GA",Temperate,True
11350,-0.004243628331596667,-0.013858438783318987,-0.057121915089012945,-0.01889141441532565,"Buffalo, NY",Snow,False
11728,0.02262063426430236,-0.0014753636205142792,0.005055921126414207,-0.0046977358062900345,"Burlington, NC",Temperate,False
11755,0.0007646027005209589,-0.01599872160421051,-0.0782507407244877,-0.03724599136957511,"Burlington, VT",Snow,False
12754,-0.03732475158211489,0.005133059995004867,-0.02321285151606609,-0.0024860719693670357,"Camarillo, CA",Temperate,False
13375,-0.003062927742869052,-0.01688962710271686,-0.05207218804928845,-0.030593269718556436,"Canton, OH",Snow,False
13510,-0.004964423121324148,0.002268877006939368,-0.02819253256506551,0.010975453129073125,"Cape Coral, FL",Temperate,True
13537,0.026373169864538294,-0.029859748240041336,-0.027598757662129686,-0.07955236421062699,"Cape Girardeau, MO--IL",Temperate,False
13591,-0.004811037577223231,-0.0006991871118160591,-0.049076645146004155,-0.0379602165292038,"Carbondale, IL",Temperate,False
14158,-0.11436246959900838,-0.03462427762096529,-0.1954474411270421,-0.053503668942019564,"Carson City, NV",Temperate,False
14185,-0.004678040448226863,-0.011216316444756916,-0.17607713610903125,-0.03717776432412665,"Cartersville, GA",Temperate,False
14401,0.04482898355571938,0.02325349678158753,-0.013781237490103288,0.04373109008247518,"Casa Grande, AZ",Arid,False
14482,-0.035836222839632496,-0.02511838904953809,-0.030719227112996544,-0.03061803385343733,"Casper, WY",Snow,False
14752,-0.001803486139276679,-0.0024164874362573733,-0.09493724608804095,-0.01860719753297803,"Cedar Rapids, IA",Snow,False
15184,-0.023225294419757816,-0.07640932388045427,-0.011924151020902633,-0.031482752972532196,"Chambersburg, PA",Temperate,False
15211,-0.0032439263050943194,-0.003911807397230008,-0.02688654864588374,-0.015528867584707439,"Champaign, IL",Snow,False
15481,0.008040253330791768,-0.009470121382988713,0.015720061981901977,-6.293852896817352e-05,"Charleston, WV",Temperate,False
15508,-0.01022152893568631,0.00019413330412762904,-0.05113856911182159,0.0021945686351908206,"Charleston--North Charleston, SC",Temperate,True
15670,0.0009454997200306393,0.00022540091389305564,-0.011577814621192114,0.0024676917168374077,"Charlotte, NC--SC",Temperate,False
15724,-0.003899559806844623,-0.016421266852967728,-0.05375292644766982,-0.019726343265050118,"Charlottesville, VA",Temperate,False
15832,-0.0052366253532298975,-0.01841791385229263,-0.025273675091513646,-0.023353196009412623,"Chattanooga, TN--GA",Temperate,False
16237,-0.038754938948638434,-0.026967788966503634,-0.06660299267287885,-0.03114649694625123,"Cheyenne, WY",Arid,False
16264,-0.005434284540039407,-0.0013201322660229325,-0.014398259463487169,-0.005077753517768747,"Chicago, IL--IN",Snow,False
16318,-0.009038972039381343,-0.012260571994946887,-0.02345204930618342,-0.009085725370218171,"Chico, CA",Temperate,False
16885,0.0015568437526031847,-0.007117167229682711,-0.012117545224779189,-0.012261704021014962,"Cincinnati, OH--KY--IN",Temperate,False
17317,0.0034448214220719094,-0.0086821809320213,-0.04737106138794375,-0.030950149384290127,"Clarksville, TN--KY",Temperate,False
17668,-0.004395303667267732,-0.008770709352631068,-0.03800100800446513,-0.017043952320411112,"Cleveland, OH",Snow,False
17722,0.036897444166859125,-0.010275018718442887,-0.12903145822869352,-0.06018463144167567,"Cleveland, TN",Temperate,False
18451,-0.06329865191572569,-0.05961579154184667,-0.0567957773220836,-0.008944051972268609,"Coeur d'Alene, ID",Snow,False
18748,-0.002283573468848142,-0.002974730233684005,-0.029660901232388195,-0.018184663151184114,"College Station--Bryan, TX",Temperate,False
18856,-0.04362918018644672,-0.016577820314913227,-0.07410122608873805,-0.014337511376015978,"Colorado Springs, CO",Temperate,False
18937,0.007211556804969909,-0.009614639918138716,-0.07054108726645457,-0.04503007513736602,"Columbia, MO",Snow,False
18964,0.0032035454209495707,0.0003772496418000546,-0.02024333566929803,-0.005870982707520814,"Columbia, SC",Temperate,False
19099,0.010975274535648262,-0.004949530712826429,-0.020790757918555627,-0.007440662479327662,"Columbus, GA--AL",Temperate,False
19126,0.007123306753146637,0.009076216887096684,-0.035092257232447334,-0.0019259019158476651,"Columbus, IN",Temperate,False
19234,0.0012198962693995112,-0.003583471170599387,-0.027051325859385165,-0.011460219514064377,"Columbus, OH",Snow,False
19504,-0.012416751697239138,-0.007343680676547833,-0.017609556506437057,-0.007078965893355146,"Concord, CA",Temperate,True
